date,precio,vol_30d,cum_ret_30d,dist_sma50,drawdown,cluster_km,estado_hmm,estado_hmm_causal
2018-04-13,492.7349853515625,5.3839749823657295,-17.74057767906757,-17.555104690812527,-52.47494991395656,0,1,0
2018-04-14,501.4779968261719,5.401288884081877,-15.479941992410177,-15.061243160667171,-51.63167295862286,0,1,0
2018-04-15,531.7020263671875,5.526744737562627,-7.876322159472318,-8.989922254406812,-48.71651864557166,0,1,0
2018-04-16,511.1470031738281,5.370285837638805,-3.616937686040525,-11.49735618056511,-50.69908236811147,0,1,0
2018-04-17,502.8940124511719,5.358284123740529,-2.6744583007012017,-11.807261236379919,-51.49509606536099,0,1,0
2018-04-18,524.7890014648438,5.383423088711225,-1.6776144913146638,-6.812199428482602,-49.383290570637094,0,1,0
2018-04-19,567.8889770507812,5.591265013585675,6.4545598926416385,1.8807006658700276,-45.2262313819792,2,1,0
2018-04-20,615.718017578125,5.788427071371942,14.058934720820188,11.487334705201512,-40.61304657837206,1,2,0
2018-04-21,605.39501953125,5.744048842757273,16.304149267463877,10.625544494951434,-41.60871567799125,1,2,0
2018-04-22,621.8599853515625,5.756564890555802,19.039235761519755,14.620172019840938,-40.02064430384874,1,2,0
2018-04-23,642.5479736328125,5.746581510095352,24.808490361061345,19.420025087753643,-38.02525589329294,1,2,0
2018-04-24,708.1580200195312,5.9897766412508675,35.42819992345377,32.32971886555098,-31.697065621900535,1,2,0
2018-04-25,615.416015625,6.387219924751436,28.88105437193547,15.872258739308421,-40.64217513302118,1,2,0
2018-04-26,662.8090209960938,6.262824256818198,44.712428119262334,25.220032768520518,-36.07104659344261,1,2,0
2018-04-27,647.031982421875,6.288692373347475,43.184546808902084,22.50583807845561,-37.59276632258709,1,2,0
2018-04-28,683.677978515625,5.65945574511632,62.36244695833835,29.66633210662064,-34.05820342045055,1,2,0
2018-04-29,688.8809814453125,5.664431431766042,60.87536377374759,30.643267035159095,-33.55636575480398,1,2,0
2018-04-30,669.9240112304688,5.725132974727624,57.664364119131065,27.306080503276632,-35.384794800282194,1,2,0
2018-05-01,673.6129760742188,5.612648323117635,62.465165536787865,28.134776100240245,-35.028988445594834,1,2,0
2018-05-02,687.1489868164062,5.612408440811063,62.67856334592227,30.727890812525914,-33.72341931084242,1,2,0
2018-05-03,779.5430297851562,5.895156263267014,68.23997408515261,47.37888206693286,-24.81187121646684,1,2,0
2018-05-04,785.6240234375,5.527961951575507,77.73931071579138,47.55595433284914,-24.22534999006285,1,2,0
2018-05-05,816.1199951171875,5.5210246146659,80.91444149912482,52.058762003790605,-21.28396643787682,1,2,0
2018-05-06,792.3109741210938,5.504146369246576,81.37546733805269,46.31668126879656,-23.580383272438876,1,2,0
2018-05-07,753.7249755859375,5.667812197114448,72.44664676168148,38.09397928319132,-27.302062405279216,1,2,0
2018-05-08,752.8569946289062,5.678498138070561,68.38821037753817,36.95070888910743,-27.385780508687706,1,2,0
2018-05-09,752.2750244140625,5.671970934732864,68.80577899329266,35.88035808287751,-27.441912434431316,1,2,0
2018-05-10,727.2769775390625,5.7536438274658295,61.53900046610105,30.584125413011122,-29.853012650787957,1,2,0
2018-05-11,679.5859985351562,5.950730826252368,51.047365745314586,21.41122474343358,-34.452881207302056,1,2,0
2018-05-12,686.0479736328125,5.438488001692006,37.504576049629684,21.927755524986026,-33.829613732288564,1,2,0
2018-05-13,733.4959716796875,5.529101257172789,44.46250507229115,29.408021359304893,-29.253181064225984,1,2,0
2018-05-14,730.5490112304688,5.539399528597574,42.286351784815274,27.95682860270623,-29.53741994945713,1,2,0
